OID_,COUNT,SUM_Add1,SHAPE_Length,SHAPE_Area,X_Coord,Y_Coord
444,100.000000000000000,100.000000000000000,2000.000000000000000,250000.000000000000000,1204982.148600000888109,475299.256699999794364
453,148.000000000000000,148.000000000000000,2000.000000000000000,250000.000000000000000,1209482.148600000888109,475299.256699999794364
442,27.000000000000000,27.000000000000000,2000.000000000000000,250000.000000000000000,1203982.148600000888109,475299.256699999794364
392,61.000000000000000,61.000000000000000,2000.000000000000000,250000.000000000000000,1214982.148600000888109,474299.256699999794364
375,40.000000000000000,40.000000000000000,2000.000000000000000,250000.000000000000000,1206482.148600000888109,474299.256699999794364
355,155.000000000000000,155.000000000000000,2000.000000000000000,250000.000000000000000,1214482.148600000888109,473799.256699999794364
358,84.000000000000000,84.000000000000000,2000.000000000000000,250000.000000000000000,1215982.148600000888109,473799.256699999794364
383,49.000000000000000,49.000000000000000,2000.000000000000000,250000.000000000000000,1210482.148600000888109,474299.256699999794364
430,61.000000000000000,61.000000000000000,2000.000000000000000,250000.000000000000000,1215982.148600000888109,474799.256699999794364
411,49.000000000000000,49.000000000000000,2000.000000000000000,250000.000000000000000,1206482.148600000888109,474799.256699999794364
378,24.000000000000000,24.000000000000000,2000.000000000000000,250000.000000000000000,1207982.148600000888109,474299.256699999794364
390,155.000000000000000,155.000000000000000,2000.000000000000000,250000.000000000000000,1213982.148600000888109,474299.256699999794364
409,36.000000000000000,36.000000000000000,2000.000000000000000,250000.000000000000000,1205482.148600000888109,474799.256699999794364
448,62.000000000000000,62.000000000000000,2000.000000000000000,250000.000000000000000,1206982.148600000888109,475299.256699999794364
379,59.000000000000000,59.000000000000000,2000.000000000000000,250000.000000000000000,1208482.148600000888109,474299.256699999794364
396,17.000000000000000,17.000000000000000,2000.000000000000000,250000.000000000000000,1216982.148600000888109,474299.256699999794364
380,44.000000000000000,44.000000000000000,2000.000000000000000,250000.000000000000000,1208982.148600000888109,474299.256699999794364
461,133.000000000000000,133.000000000000000,2000.000000000000000,250000.000000000000000,1213482.148600000888109,475299.256699999794364
414,33.000000000000000,33.000000000000000,2000.000000000000000,250000.000000000000000,1207982.148600000888109,474799.256699999794364
391,83.000000000000000,83.000000000000000,2000.000000000000000,250000.000000000000000,1214482.148600000888109,474299.256699999794364
421,62.000000000000000,62.000000000000000,2000.000000000000000,250000.000000000000000,1211482.148600000888109,474799.256699999794364
371,21.000000000000000,21.000000000000000,2000.000000000000000,250000.000000000000000,1204482.148600000888109,474299.256699999794364
395,54.000000000000000,54.000000000000000,2000.000000000000000,250000.000000000000000,1216482.148600000888109,474299.256699999794364
443,64.000000000000000,64.000000000000000,2000.000000000000000,250000.000000000000000,1204482.148600000888109,475299.256699999794364
389,93.000000000000000,93.000000000000000,2000.000000000000000,250000.000000000000000,1213482.148600000888109,474299.256699999794364
370,8.000000000000000,8.000000000000000,2000.000000000000000,250000.000000000000000,1203982.148600000888109,474299.256699999794364
432,11.000000000000000,11.000000000000000,2000.000000000000000,250000.000000000000000,1216982.148600000888109,474799.256699999794364
460,83.000000000000000,83.000000000000000,2000.000000000000000,250000.000000000000000,1212982.148600000888109,475299.256699999794364
418,125.000000000000000,125.000000000000000,2000.000000000000000,250000.000000000000000,1209982.148600000888109,474799.256699999794364
449,94.000000000000000,94.000000000000000,2000.000000000000000,250000.000000000000000,1207482.148600000888109,475299.256699999794364
445,39.000000000000000,39.000000000000000,2000.000000000000000,250000.000000000000000,1205482.148600000888109,475299.256699999794364
354,107.000000000000000,107.000000000000000,2000.000000000000000,250000.000000000000000,1213982.148600000888109,473799.256699999794364
455,143.000000000000000,143.000000000000000,2000.000000000000000,250000.000000000000000,1210482.148600000888109,475299.256699999794364
369,2.000000000000000,2.000000000000000,2000.000000000000000,250000.000000000000000,1203482.148600000888109,474299.256699999794364
452,45.000000000000000,45.000000000000000,2000.000000000000000,250000.000000000000000,1208982.148600000888109,475299.256699999794364
422,67.000000000000000,67.000000000000000,2000.000000000000000,250000.000000000000000,1211982.148600000888109,474799.256699999794364
431,51.000000000000000,51.000000000000000,2000.000000000000000,250000.000000000000000,1216482.148600000888109,474799.256699999794364
413,46.000000000000000,46.000000000000000,2000.000000000000000,250000.000000000000000,1207482.148600000888109,474799.256699999794364
462,37.000000000000000,37.000000000000000,2000.000000000000000,250000.000000000000000,1213982.148600000888109,475299.256699999794364
